match_id,radiant_win
6,0.8226893164704889
7,0.7560180090140929
10,0.1886581613728673
13,0.8567462772552775
16,0.24145606988525103
18,0.3803077513786699
19,0.5273674542799263
24,0.5627288469560857
33,0.21582140749513226
37,0.6744214526121218
41,0.1568107737738542
42,0.32590136854412577
55,0.23552025868588825
60,0.6745492896337748
62,0.5518143773869016
63,0.6125740405400748
64,0.08940729904095923
71,0.553213646630318
72,0.3183299299206641
83,0.5053431911681064
85,0.7795406080610129
89,0.9308216109263178
92,0.7539675076910751
100,0.9590514155483485
102,0.8856598455167497
108,0.5365459274846693
111,0.7752871393335977
126,0.18804606904685306
130,0.053574894890831504
140,0.7899104910889635
141,0.25208987637442437
152,0.8386715084910358
153,0.7420956371849288
159,0.5550796548918496
160,0.5817236019590994
163,0.597881121018669
178,0.5591387997937691
179,0.3665374145723852
181,0.6794307386410792
196,0.14527995717080955
206,0.1187297486274008
209,0.5508924408115362
216,0.5415815944686607
228,0.07657862737335683
230,0.4192662858667243
242,0.7150630973982051
245,0.1716656567336394
261,0.5002502816998393
274,0.4764896353965551
282,0.7366558830463968
289,0.5194707139434833
296,0.09748356421331256
297,0.6100505471410812
302,0.3054424069457724
304,0.023385168216435066
313,0.7956156284618972
316,0.48146429284393644
317,0.412678082704593
344,0.8781630486190362
348,0.7459559003562118
352,0.5069021002756547
354,0.5607168222564016
361,0.45712272545174315
362,0.21971757129136865
363,0.7399562162816024
365,0.3999790298062188
375,0.301709565143438
380,0.3223322915711901
384,0.5258264708913178
394,0.778394154856121
399,0.6051432628454584
404,0.7269012736532846
406,0.643224092128698
430,0.1542825517145153
432,0.32379124335551196
443,0.4581782337035452
463,0.6124915982425128
467,0.5256545861622643
474,0.18038786439916737
488,0.22723734464674666
502,0.9065052249157678
503,0.2667174231570485
507,0.2851763923597173
508,0.3873039529036685
509,0.45010060987155365
516,0.35682723246893794
528,0.2765639382889547
542,0.6013156986009613
547,0.17949849479196828
552,0.5476673222840074
555,0.610769445362487
561,0.630249996233867
569,0.8028910046333227
575,0.9482236171260822
576,0.8089618290347566
582,0.18491912058257545
585,0.4389621321801284
586,0.564138268509935
590,0.8058616420699956
592,0.2282011105420496
598,0.4004452183588039
599,0.26242734873390483
600,0.727860104736667
601,0.5521451310871278
603,0.31148199023090145
617,0.46707083560839746
628,0.4558828361110797
634,0.1412000552117549
635,0.30423917822051305
639,0.4217825731255835
644,0.6576295179033474
646,0.741780347132577
650,0.08662573902634277
659,0.8352402145982529
663,0.37566185376814054
668,0.6494047203536438
670,0.4072407121145129
678,0.4244998943411216
679,0.271004617770957
686,0.7807116755880603
694,0.27617056716036453
696,0.8961678734802349
702,0.8913932752919679
709,0.37745655524387517
712,0.359859663770727
723,0.22289228644261072
729,0.42737046599742773
733,0.732237267442103
735,0.3835483322984565
737,0.36910227059042866
749,0.68884135594983
752,0.47752278272159454
767,0.9192999964959778
771,0.12283529571735938
778,0.4845876482865515
780,0.7472585610820519
790,0.5008971526055341
797,0.3604271692503132
802,0.32405143828176586
805,0.7105318276162098
807,0.7754272066222275
808,0.8421310244288853
811,0.3365830926957249
815,0.12903057924871955
820,0.7542597532367722
838,0.16226054569122617
861,0.1534800326521615
886,0.22642966829765518
889,0.10553801429359891
904,0.6431653615775238
913,0.4285743751866639
928,0.7061994108613673
931,0.6076784609221452
932,0.6715281893139138
945,0.736998248692871
953,0.8482748848027618
955,0.3483183189775721
970,0.5401209270706164
972,0.4160199787221496
978,0.5746178682902146
982,0.7921547014573991
983,0.7202045519378848
984,0.32763019765091217
987,0.5488794891573862
1000,0.6186835058278294
1006,0.6040802597817316
1014,0.7420780887621556
1030,0.541108944908145
1037,0.7313620928781867
1044,0.612314349676405
1046,0.7910038847769371
1048,0.4054709024330693
1053,0.8640931034326832
1057,0.6930079786842424
1077,0.881578358585379
1085,0.9626655306429746
1087,0.7410342681107402
1088,0.7340401425155643
1096,0.10868108934871004
1098,0.9589419092344529
1100,0.1036908655202592
1113,0.7193185902701484
1119,0.7228599270923534
1127,0.5123567727044798
1142,0.3585701973523584
1148,0.3496757139289895
1157,0.207790311122812
1158,0.7634970927795283
1163,0.41729926762534986
1167,0.6584224339820133
1168,0.34172003057149364
1181,0.0596353940938383
1183,0.23115879126863623
1191,0.5676281239971539
1192,0.16687502566395945
1198,0.7804436563152655
1216,0.16840169811628602
1218,0.6571111945028475
1221,0.9648750767780059
1222,0.3276675936841582
1225,0.14709120936976805
1226,0.4395959316342484
1230,0.2042855597681134
1242,0.744431677591517
1247,0.6698354449564399
1253,0.32442233730049114
1259,0.598172249970589
1271,0.8642071403022068
1282,0.5292374359834596
1284,0.9485308906918002
1293,0.4054911379015049
1294,0.6053545384997585
1298,0.4424747766302307
1306,0.6087543644838752
1316,0.719793744395769
1321,0.3163772967520694
1331,0.43332200869407383
1336,0.1874389143496409
1341,0.5527969171480169
1348,0.5068380147030496
1356,0.8590165328121983
1384,0.28310500603298067
1389,0.6069377297758581
1391,0.6198871134571855
1413,0.8022051981850373
1419,0.6170828146587807
1426,0.830207957258346
1440,0.6642670547923306
1445,0.5873748890856395
1465,0.4103474764479972
1470,0.4847510672071464
1472,0.47846678297809925
1484,0.5511297164288113
1485,0.10575748856199388
1486,0.8914124312134072
1488,0.5630212855771195
1498,0.04034938060317269
1508,0.649433527972653
1518,0.845679249336198
1526,0.23631194826576032
1527,0.7577867599040584
1528,0.2408195089637946
1540,0.638672533342049
1546,0.464155266655529
1551,0.7904413428590554
1564,0.7402151013741994
1565,0.8860643368167391
1568,0.9307105414339415
1572,0.6519901857512646
1573,0.11220254410384757
1581,0.4221246050305077
1585,0.8886226947881093
1588,0.2617934294495579
1595,0.2243927340477142
1596,0.27216447538386634
1603,0.303419848103859
1615,0.6112893057126481
1621,0.4640636092987195
1623,0.2526785599846475
1630,0.4256368602122612
1636,0.6695018206354078
1642,0.2148765221629275
1654,0.7445049457956642
1657,0.8814495436829585
1665,0.3932865350924377
1666,0.7809310033534678
1676,0.7326562882308311
1678,0.5243194548867507
1683,0.5103648011327199
1685,0.06200064276225898
1687,0.015970376654349003
1690,0.21889978084707676
1702,0.39853460938016166
1703,0.24082756709737105
1714,0.3077014160429704
1716,0.5692005116297513
1726,0.17793201662075786
1748,0.299926740552233
1750,0.20940886416331933
1762,0.9498923099568576
1765,0.10989011469251789
1767,0.5308248965428128
1773,0.3460492639706134
1774,0.18631446997908896
1776,0.6570122119582884
1782,0.8276781766413228
1799,0.49972871400102414
1803,0.48780270599273595
1811,0.41046290353090376
1820,0.44681761217654725
1823,0.7966017103390153
1864,0.689590720126452
1871,0.5263184506739577
1874,0.08055077867795386
1878,0.3283996440186987
1888,0.6954492870708332
1895,0.8109481515419301
1896,0.44165181097898304
1899,0.5398949168519428
1901,0.5652917507132774
1903,0.6469526858341551
1913,0.1639401732247302
1935,0.7895541818891397
1946,0.2328443297991177
1958,0.8012874612823195
1960,0.5469057969063373
1968,0.33612844032289296
1969,0.5388168115467085
1973,0.25530320916455357
1974,0.5027348465967141
1977,0.43456083984273836
1992,0.6303405054180639
1995,0.19176640750097812
2001,0.7704712816871513
2017,0.48711473464954047
2018,0.22606614620288
2020,0.35431433805568907
2021,0.3065166162720128
2027,0.4047985854722472
2036,0.5580037922388643
2040,0.18611962542036622
2041,0.1642992609205684
2047,0.908087489118238
2049,0.32867009339270536
2059,0.28126891550552424
2066,0.2560267723059142
2068,0.5256086372765028
2069,0.7229741523886762
2081,0.42155832092490153
2083,0.5552852725779873
2084,0.8865882893837866
2085,0.940307472760525
2096,0.4496695856773127
2104,0.19197983821914255
2105,0.15503182981251334
2110,0.36060784680682095
2112,0.08867863788921332
